District,Station,DATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Erode,Kottamuthupalayam,20,3.7,6.6,12.3,43,99.3,12.4,23.8,31.2,73.1,64.9,218.5,299.7
Erode,Kottamuthupalayam,21,3.7,6.6,13.3,45.7,101.5,12.9,24,31.9,75.2,68.5,221.2,300.3
Erode,Kottamuthupalayam,22,3.7,6.6,13.6,46.5,102,13.6,24,34.7,78.2,75.2,225.7,302
Erode,Kottamuthupalayam,23,3.7,6.6,13.6,47.7,103.8,13.8,24,35.1,80,81,234.2,303.6
Erode,Kottamuthupalayam,24,3.7,6.6,13.6,50.7,105,14.1,24.1,37.1,87.6,87,238.9,305.9
Erode,Kottamuthupalayam,25,3.7,6.6,13.6,54.7,106.5,15.9,24.8,37.4,89.2,91,242.4,306
Erode,Kottamuthupalayam,26,3.7,6.6,13.6,56.1,107.8,16.9,25.2,37.6,89.9,95.4,245.2,307.2
Erode,Kottamuthupalayam,27,3.7,6.8,14.4,56.6,111.3,16.9,25.3,39.2,91.4,100.7,247.5,307.2
Erode,Kottamuthupalayam,28,3.7,6.8,14.4,56.8,113.4,16.9,25.3,39.2,96.3,111.2,250.5,309.5
Erode,Kottamuthupalayam,29,3.7,,15,58.2,113.9,17,25.5,39.5,102.4,113.6,254.7,311.2
Erode,Kottamuthupalayam,30,3.7,,15,60,113.9,17,25.5,39.5,104.9,116.7,256.2,311.3
Erode,Kottamuthupalayam,31,4.1,,17.2,,115.1,,25.5,40.3,,123.1,,311.4
Erode,Nattakalpalayam,1,0.1,10.4,0.1,24.6,92.1,3.7,275.3,494.6,695.1,6.4,176.5,307.4
Erode,Nattakalpalayam,2,2.8,10.4,0.1,25.2,93.4,7.4,283,499.2,700.8,14.5,181.9,311.5
Erode,Nattakalpalayam,3,2.9,10.4,0.4,26.5,95.7,16.9,286.2,506.7,703.7,23.8,188.7,314.4
Erode,Nattakalpalayam,4,3.6,10.4,0.5,28.1,98.9,21.4,289.1,511.8,707.1,27.6,198.8,316.5
Erode,Nattakalpalayam,5,3.9,10.6,0.5,28.5,102.8,27.5,296.2,521.7,709.8,34.5,207.6,318.1
Erode,Nattakalpalayam,6,4.3,10.6,1.4,31.7,105.1,40.5,303.3,529.3,715.2,37.1,218.5,321.8
Erode,Nattakalpalayam,7,5.7,10.6,1.4,33.8,111.8,46.4,309.7,538.7,719.5,39.4,226.5,322.9
Erode,Nattakalpalayam,8,6.1,10.6,2.5,34.5,113.5,57.7,317.6,552.2,720.5,46.4,232.4,323.9
Erode,Nattakalpalayam,9,6.9,11.5,2.7,36.8,115.2,63.8,323.2,562.3,723.2,48.5,239.6,326.5
Erode,Nattakalpalayam,10,7.1,11.6,2.8,39.7,115.3,68.5,326.8,569.3,726.2,51.5,245.6,328.4
Erode,Nattakalpalayam,11,8.1,12,7.7,39.9,119.1,74,332.8,577.2,732.6,54.1,248.9,332.1
Erode,Nattakalpalayam,12,8.1,12.4,8.6,42.3,123.3,83.2,336.4,584.9,739.3,60.8,256,333.8
Erode,Nattakalpalayam,13,8.1,12.7,10.2,43.8,124.9,89.5,344.4,592.6,741.8,63.3,260.3,335.6
Erode,Nattakalpalayam,14,8.8,15.3,10.2,45.3,127.8,96,350.4,595.8,744.6,70.3,263.2,337.6
Erode,Nattakalpalayam,15,9.7,16,12,50.1,130.5,105.5,360.1,602.5,746.9,72.5,264.8,338.4
Erode,Nattakalpalayam,16,9.8,16.1,12.1,52.9,135,118.2,368.6,609.6,751.4,79.6,265.8,339.1
Erode,Nattakalpalayam,17,9.8,16.6,12.4,55,136.2,127.4,385.9,617.9,757,85.8,268,339.7
Erode,Nattakalpalayam,18,9.8,16.8,12.5,57.4,136.7,139.8,399.5,628.2,763.7,89.7,268.8,339.8
Erode,Nattakalpalayam,19,9.8,17.1,13.7,60,138.6,145.5,409.5,638.1,768.4,93.9,270.8,343.3
Erode,Nattakalpalayam,20,9.8,17.2,14.3,61.3,139.3,151.6,418.1,643.8,772.4,99.6,272.8,345.8
Erode,Nattakalpalayam,21,9.8,17.2,15.1,65.3,141.9,159.5,425.5,648.1,778.7,104,275.9,346.8
Erode,Nattakalpalayam,22,9.8,17.2,15.2,69.7,142.1,168.9,433.5,651.3,783.7,107.3,280.7,348
Erode,Nattakalpalayam,23,9.8,17.2,16.9,71.8,143.9,177.5,446.6,655.4,790.1,112.4,286,348.9
Erode,Nattakalpalayam,24,9.8,18.1,18.4,74.3,145.5,189.1,456.8,662.3,804.4,114.6,292.8,350.5
Erode,Nattakalpalayam,25,9.8,18.1,18.8,79.1,147.7,206.5,465.1,666.9,810.6,119.7,295.5,350.6
Erode,Nattakalpalayam,26,9.8,18.1,19.6,80.9,150.1,225.7,470.8,673,815.8,129,297.3,352.5
Erode,Nattakalpalayam,27,9.8,18.8,21,82.4,153.2,242.5,475.8,676.1,822.3,137,298.5,352.5
Erode,Nattakalpalayam,28,9.9,18.8,21.2,84.8,155.1,253.3,480.9,679,827.9,145.6,300.6,353.4
Erode,Nattakalpalayam,29,9.9,,21.4,85.6,156.4,260.7,482.6,682.9,835.9,150.9,304.4,354.4
Erode,Nattakalpalayam,30,10,,21.9,89.9,157.3,267.8,484.9,685.3,842.2,154.7,306.2,354.6
Erode,Nattakalpalayam,31,10,,24.5,,158.5,,490.2,688.5,,163.8,,354.9
Erode,Perundurai,1,0.2,2.7,0.2,12.8,53.9,0.8,26,78.1,143.6,4.4,150.1,271.9
Erode,Perundurai,2,1,3.1,0.5,12.9,55.5,1.7,26.5,79.5,145.3,7.3,155.8,275.9
Erode,Perundurai,3,1.6,3.1,0.5,13.8,56.9,4,28.4,80.8,148.8,9.9,164.1,277.1
Erode,Perundurai,4,1.6,3.1,0.5,15.9,58.4,4.9,29,81.2,150.2,16.4,168.8,278.1
Erode,Perundurai,5,1.6,3.2,1,16,59.3,5.6,29.9,83.2,156.2,19.6,177.8,280.4
Erode,Perundurai,6,1.6,3.2,1.2,16.6,61.3,7.7,30.4,84.8,158.1,23.5,183.2,281
Erode,Perundurai,7,1.7,3.3,1.2,18.1,64.1,8.1,32.4,86.6,160.9,28.3,188.4,283.1
Erode,Perundurai,8,1.9,4,1.5,18.4,65,11.1,35,88,162.6,30.6,195.7,286
Erode,Perundurai,9,2,4,1.5,19.9,66.4,11.1,38.5,88.7,170.2,33.2,202.8,288.4
Erode,Perundurai,10,2.1,4.1,2.3,20.1,69.5,12.7,40.3,89.7,173.4,38,207.9,289.3
Erode,Perundurai,11,2.2,4.1,4.5,20.5,70.6,13.1,43.6,92.1,177.4,42.4,210.2,290.3
Erode,Perundurai,12,2.2,4.1,5.5,20.6,71.6,13.2,44.8,93.3,179.9,47,214.2,291.6
Erode,Perundurai,13,2.2,4.1,6.9,21.9,74.7,14.2,46.8,94.4,182.6,50.9,219.3,294.1
Erode,Perundurai,14,2.2,4.2,7,23,77.2,14.5,48.5,95.1,186.9,55.7,221.5,295.4
Erode,Perundurai,15,2.2,4.6,7,23.5,83.1,15.9,51.6,95.9,191.4,59.6,223.2,296.1
Erode,Perundurai,16,2.2,4.6,7.3,24.5,87.6,17.2,55.4,98.9,195.9,62.3,225,297
Erode,Perundurai,17,2.2,4.8,7.3,27.9,89.6,17.7,56.3,102,201.9,66.7,229.3,298.3
Erode,Perundurai,18,2.2,4.8,7.4,29.7,90.9,17.9,58,106,204.6,70.4,233.1,298.5
Erode,Perundurai,19,2.2,5.2,7.6,31.5,93.6,18.7,60.3,108.2,209.2,76.1,237.6,300.6
Erode,Perundurai,20,2.2,6.4,7.6,32.4,97,19.4,62.2,112.2,213.3,83.6,239.6,302.4
Erode,Perundurai,21,2.2,6.4,9.4,34.7,98.2,20.2,63.1,114.6,216.4,89.7,244.6,303
Erode,Perundurai,22,2.3,6.4,9.5,36.3,100.7,20.8,63.6,119.2,219.5,97.2,246.4,303.5
Erode,Perundurai,23,2.3,6.4,9.5,38.1,102.3,21,65.9,123.2,224.6,104.3,249.9,305.5
Erode,Perundurai,24,2.3,7.1,10,40.8,105.8,22.8,66.6,125.1,230.4,109.3,255.2,307.4
Erode,Perundurai,25,2.3,7.1,10,43.1,111.3,23.6,69,127.4,234.8,118,256.7,307.5
Erode,Perundurai,26,2.3,7.1,10.2,44.2,113.8,24,70.1,129.4,237.1,121.9,258.4,308.4
Erode,Perundurai,27,2.3,7.1,11.4,45.5,115.9,24.8,71.6,133,240.2,126.9,261,309
Erode,Perundurai,28,2.3,7.6,11.4,46.5,118.1,25,71.9,136.7,245.6,131.7,262.5,310.9
Erode,Perundurai,29,2.5,,11.6,46.9,120,25.5,73.5,139.5,249.1,136.8,266.2,311
Erode,Perundurai,30,2.5,,11.7,47.1,122.4,25.8,74.6,140.3,254.5,140.1,269.5,311
Erode,Perundurai,31,2.5,,11.7,,124.8,,75,141.1,,142.1,,311
Erode,Sathyamangalam,1,0.1,5.9,0.6,19.3,71.5,3.2,36.2,81.2,148.9,4.7,190.4,316.4
Erode,Sathyamangalam,2,1.2,6.3,1.5,19.5,74.7,4.7,37.1,84.7,151.1,10.7,198.3,319.5
Erode,Sathyamangalam,3,1.3,6.3,1.5,21.5,77.2,8.1,37.5,86.4,157.8,14.4,207.8,320.9
Erode,Sathyamangalam,4,1.3,6.3,1.5,23.6,79.1,10.5,38,87.8,160.1,19.4,213.9,322.6
Erode,Sathyamangalam,5,1.3,6.3,2,23.7,80.4,12.8,39.3,88.9,162.4,22.3,227.9,324.2
Erode,Sathyamangalam,6,1.3,6.3,2.6,24.5,81.7,15.3,41.8,90.4,165.2,27.5,231.1,324.5
Erode,Sathyamangalam,7,1.4,6.7,2.8,25.8,85.5,16.1,43.9,92.2,168.7,32,234.7,327.2
Erode,Sathyamangalam,8,2.4,7,3,25.9,86.8,18.5,44.7,92.8,170.8,40.7,239.1,333.1
Erode,Sathyamangalam,9,2.4,7,3,26,88.6,19.1,46.2,94,175.1,47.2,246.7,338
Erode,Sathyamangalam,10,2.5,7.3,3.2,26.9,89.9,20,47.9,94.5,177.9,52.8,251.2,340.2
Erode,Sathyamangalam,11,2.9,7.5,4.3,27.3,93,20.8,50.7,96.3,182.5,55.6,253.2,342
Erode,Sathyamangalam,12,2.9,8.7,5.3,28.7,97.6,22,51,100,186,60.2,258.6,342.8
Erode,Sathyamangalam,13,2.9,8.9,10.2,30.6,100.6,23.1,51.9,101.1,188.9,70.1,262.8,343.8
Erode,Sathyamangalam,14,2.9,8.9,11.4,33.1,102.2,23.7,52.8,101.5,192.3,75.8,265.1,344.4
Erode,Sathyamangalam,15,2.9,9.4,11.9,33.7,106.7,25.2,54.9,103.2,195.9,82.1,267.4,345.7
Erode,Sathyamangalam,16,2.9,9.6,12.1,34.1,110.9,25.8,57.4,104.1,201,86.5,270.6,347.3
Erode,Sathyamangalam,17,2.9,9.6,12.2,36.4,112.8,27,58.5,107.9,209.3,91.7,278.3,347.7
Erode,Sathyamangalam,18,3,11.2,12.4,39.1,115.5,28,60.3,110.1,213.9,95.5,280.6,347.9
Erode,Sathyamangalam,19,3,13.5,12.6,42.4,117.8,28.4,61.3,112.2,216.7,101.6,284.1,350.1
Erode,Sathyamangalam,20,3,14.3,12.8,42.9,122,28.8,64.1,114.9,221,110.2,286.1,351.5
Erode,Sathyamangalam,21,3,14.4,15.5,45,124.8,29,66.8,119.3,223.7,115.1,288.9,352.3
Erode,Sathyamangalam,22,3,14.4,16.7,46.9,128.6,29.5,67.3,122.2,228.6,121.9,292.3,352.8
Erode,Sathyamangalam,23,3,14.4,17.1,49.4,131.3,30.9,69.1,125.8,238.1,131.3,295,354.3
Erode,Sathyamangalam,24,3,15.1,17.7,50.4,134.6,31.5,70.7,130.3,244.6,139.1,298.9,356.1
Erode,Sathyamangalam,25,3,15.3,17.8,56.3,138.6,32.1,71.7,132.5,252,144.2,301.6,356.3
Erode,Sathyamangalam,26,3,15.3,17.8,58.6,142.1,32.6,73.7,134.5,254.9,149.4,303.3,357
Erode,Sathyamangalam,27,3,15.4,18,59.5,146.9,33.7,74.7,135.8,261.7,155,305,357.1
Erode,Sathyamangalam,28,3.1,15.8,18,61.1,148.8,34.4,75.7,137.3,268.6,164.1,306.6,358
Erode,Sathyamangalam,29,3.2,,18.1,62.4,152.7,35.5,77.1,138.8,278,169.2,309.2,358
Erode,Sathyamangalam,30,3.2,,18.1,65.5,158.2,35.6,77.9,140.9,283.8,175.3,313.7,358.1
Erode,Sathyamangalam,31,5.4,,18.1,,162.2,,79,146.1,,181.9,,358.8
Erode,Talavadi,1,0,4.1,0,15.7,66.7,2.4,27.8,62.1,123.7,3,180.8,308.8
Erode,Talavadi,2,1,4.1,0,16.7,68.3,3.5,28,63.1,127.3,10.5,185.5,312.2
Erode,Talavadi,3,1,4.1,0,16.7,69.4,7.7,28.3,65.8,131.3,15,194.2,313.5
Erode,Talavadi,4,1,4.1,0.3,17.1,75.2,10.2,28.8,66.1,134.9,21.3,200.4,314.5
Erode,Talavadi,5,1,4.1,1.2,17.9,77.2,11.1,29.2,67.2,137.9,25.6,211,315.6
Erode,Talavadi,6,1.2,4.1,1.6,18,79.7,12.5,30,67.5,141.6,31.5,218.6,315.8
Erode,Talavadi,7,1.3,4.2,3.9,19.7,81.7,13.7,31.6,68.5,143.8,38,225.1,317.6
Erode,Talavadi,8,1.7,4.3,4.6,19.8,84.1,15.3,32.9,69.6,145.3,45.1,229.6,322.4
Erode,Talavadi,9,1.7,4.3,4.6,20.2,84.6,15.9,33.6,71.4,147.9,48.7,239.8,327.9
Erode,Talavadi,10,1.9,4.8,5.7,21.4,86.6,16.3,34.9,72.3,151.8,52.9,245.5,329.8
Erode,Talavadi,11,2.2,5.5,7.7,26.1,90.2,17.1,36.7,73.6,155.7,57,247,330.7
Erode,Talavadi,12,2.2,5.6,9.2,26.8,94.2,17.2,37,74.6,159.1,61,251.6,331.1
Erode,Talavadi,13,2.2,6,10.1,29.2,98.4,18,37.5,75,161.2,67.7,255.2,331.7
Erode,Talavadi,14,2.2,6,10.1,30.3,100,19.2,37.8,75.6,166.2,73.9,260.1,332.8
Erode,Talavadi,15,2.2,6,11.2,31.9,105.1,19.8,41,76.8,169.7,78.9,261.6,333.1
Erode,Talavadi,16,2.2,6,11.4,33,108.5,20,42.7,78.9,174.5,82.2,265,333.7
Erode,Talavadi,17,2.2,6,11.7,35.8,110,20.8,44.7,81.3,180.4,87.1,271.2,333.8
Erode,Talavadi,18,2.3,7.4,11.8,38.6,111,21.6,45.6,83.1,185.9,90.2,273.3,334
Erode,Talavadi,19,2.3,8.8,12,40.2,114.4,22.3,46.6,88,188.4,94.8,278.7,335.1
Erode,Talavadi,20,2.3,9.8,12.1,41.8,116.2,22.5,47.3,90.7,192.2,103.4,280.9,337
Erode,Talavadi,21,2.3,9.8,13,46.1,117.7,23.2,48.3,93.9,194.1,108.1,283.1,338
Erode,Talavadi,22,2.4,10.5,13.3,49.2,119.5,23.9,49.2,96.5,200.2,117.2,285.5,338.3
Erode,Talavadi,23,2.4,10.5,13.5,51.4,122.4,24.4,50.9,100.9,206.8,128.3,290.4,339.8
Erode,Talavadi,24,2.4,11.5,13.6,52.3,123.8,25.1,53.1,104.6,213.4,132.8,293.3,341.3
Erode,Talavadi,25,2.4,11.7,13.6,55.8,126.3,25.2,54.7,106.6,219.2,138.6,296.9,341.4
Erode,Talavadi,26,2.4,11.8,13.8,57.4,129.3,25.4,57.1,110.1,223.6,142.1,297.5,342.9
Erode,Talavadi,27,2.4,12.7,14.7,58.4,132.6,25.8,58.4,110.9,227.9,150.7,298.3,342.9
Erode,Talavadi,28,2.9,12.7,15.1,59.8,135.2,26,59.3,114.2,234.3,157.9,298.9,343.3
Erode,Talavadi,29,3,,15.5,62,138.7,26.7,60.3,116.1,241.2,162.6,302.7,343.5
Erode,Talavadi,30,3,,15.7,62.6,140.4,27.5,60.4,118.6,246.6,167.6,305.4,343.5
Erode,Talavadi,31,4.1,,15.7,,144.4,,61.4,121.3,,173.8,,343.9
Erode,Upper Dam,1,0,0,0,18.3,86,1.4,42.2,88.6,155.2,3.6,155.9,227.6
Erode,Upper Dam,2,0,0,0.1,19.6,90.1,6.1,42.3,88.9,158.8,7.8,162.2,230.6
Erode,Upper Dam,3,0,0,0.2,20.8,92.8,7,42.4,89.1,159.8,11.4,166.6,230.7
Erode,Upper Dam,4,0,0,1.2,22.8,95.4,10.6,42.9,90.2,161.5,16.7,173.4,231.9
Erode,Upper Dam,5,0,0,1.5,23.6,99.5,16.4,43,90.7,164,19.3,177.5,233.4
Erode,Upper Dam,6,0,0,3.2,25,101.1,19.9,44.7,91.9,170.3,22.1,180.7,233.6
Erode,Upper Dam,7,0,0,3.3,27.9,102.5,21.3,51.1,92.8,171.6,27.9,183.4,235.5
Erode,Upper Dam,8,0,0.2,3.3,29.3,105.4,24.4,51.6,93,175.5,32.1,187.7,238.4
Erode,Upper Dam,9,0,0.3,3.3,30.7,109.3,24.6,53.7,94.8,177.4,35.2,194.6,241.3
Erode,Upper Dam,10,0,0.9,4.2,31.7,114.6,25.8,54.6,96.6,183,40.9,196.5,241.5
Erode,Upper Dam,11,0,1.1,5.3,31.9,118.7,26.2,56.3,96.9,185.3,46.5,197.2,241.5
Erode,Upper Dam,12,0,1.3,5.9,33.3,125.5,26.4,60.2,99.3,187.1,51.5,198.1,241.5
Erode,Upper Dam,13,0,1.4,6.5,35.3,133.6,27.9,60.3,99.7,192.7,53.7,202.7,242.1
Erode,Upper Dam,14,0,1.5,7.3,38.9,138,28.7,63.9,99.8,201,57.2,203.4,242.4
Erode,Upper Dam,15,0,1.5,8.1,41,144.4,28.8,64.8,102.2,209.4,64,204.7,243.2
Erode,Upper Dam,16,0,2,8.4,42.6,151.4,30.3,65.6,105.7,214.7,70.3,209.8,243.7
Erode,Upper Dam,17,0,2,9,46.5,155.2,31.9,66.6,109.6,222,74.2,211.7,243.7
Erode,Upper Dam,18,0,2,9.6,49,160.8,33.8,68.6,110.8,228.8,79.8,214.2,243.7
Erode,Upper Dam,19,0,2.3,9.6,51.3,165.3,34.2,68.7,115.9,229.2,83.9,216,245.4
Erode,Upper Dam,20,0,2.3,11.5,52.1,167.3,34.8,69.4,118.6,235.1,89.2,216.5,246.5
Erode,Upper Dam,21,0,2.3,11.8,56.1,168.4,35.1,70.7,123.5,239.5,91,217.2,246.6
Erode,Upper Dam,22,0,2.5,12.4,59.2,170.8,35.5,72.8,127.2,243.5,95.6,219,247.4
Erode,Upper Dam,23,0,2.6,13.4,63.9,172.5,36.3,76.3,128.3,250.6,102,220.7,248.6
Erode,Upper Dam,24,0,3,13.5,67.5,174,38.6,79.1,131.8,258.4,109.8,221,249.6
Erode,Upper Dam,25,0,3,13.8,72,180.6,39.2,80.1,136,271.4,113.6,221.6,249.6
Erode,Upper Dam,26,0,3,14.1,73.5,187,39.2,80.5,141.2,282.4,122.9,223.3,250.1
Erode,Upper Dam,27,0,3,14.3,76.3,195.6,39.7,81.4,146.4,287.4,129.2,224.5,250.4
Erode,Upper Dam,28,0,3,15.2,79.4,200.1,39.9,83.6,147.7,297.6,131.7,225.7,250.4
Erode,Upper Dam,29,0,,15.8,80.3,202.5,40.4,84,148.6,301.9,137,226.5,250.4
Erode,Upper Dam,30,0,,16.7,82.2,209.5,41.4,85.3,151.9,309.1,143.1,226.5,250.4
Erode,Upper Dam,31,0,,18.1,,214.2,,87,154.3,,148.7,,250.7
Kancheepuram,Kancheepuram,1,1.6,11.4,0,8.6,29.5,1,80.9,202.8,365.7,9.2,189.4,439.7
Kancheepuram,Kancheepuram,2,1.7,11.4,0,8.6,30.1,4.4,81.7,206.2,369.7,13.1,196.8,448.6
Kancheepuram,Kancheepuram,3,1.9,11.4,0.3,8.9,30.2,8.5,87.7,209.8,373.3,19.1,208.6,455.9
Kancheepuram,Kancheepuram,4,2,11.4,1.1,8.9,32.2,10.7,89.1,212,380.1,23.3,216.1,462.8
Kancheepuram,Kancheepuram,5,2.2,11.4,1.3,9.9,32.2,12.2,90.5,215.6,381.1,26.6,225.2,467.1
Kancheepuram,Kancheepuram,6,2.2,11.8,1.3,11.4,33.9,14.5,94,221.5,387.8,31.1,240.7,477.3
Kancheepuram,Kancheepuram,7,3.2,12.1,2.1,11.5,38.8,19.1,97.4,225.8,395.5,35.3,252,486.9
Kancheepuram,Kancheepuram,8,4,12.3,2.1,11.5,40.8,20.8,100.2,228.8,408,42.4,259.8,493.5
Kancheepuram,Kancheepuram,9,4.6,12.3,2.1,12.3,42.1,26.7,102.9,235.9,413.4,46.9,268.3,496.6
Kancheepuram,Kancheepuram,10,4.6,12.3,2.7,12.3,45.2,30.3,109.7,239.1,420.7,52.1,279,500.8
Kancheepuram,Kancheepuram,11,5,12.3,3.6,12.3,46.7,32.5,115.8,246,427.1,57.2,284.4,503.9
Kancheepuram,Kancheepuram,12,5,12.5,3.9,12.4,48.2,36,121.7,253,430.4,60.8,295.9,506.3
Kancheepuram,Kancheepuram,13,6,12.8,3.9,14.1,50.3,42.4,126.5,256.3,435.8,65.6,319.3,515.1
Kancheepuram,Kancheepuram,14,7.3,14.5,4.9,15.2,50.5,44.3,130.2,263.3,441,70,325.2,520.2
Kancheepuram,Kancheepuram,15,7.7,14.6,5,16.5,51.9,46.6,133.6,270.2,448.4,71.8,328.8,525.1
Kancheepuram,Kancheepuram,16,8.9,15.2,5.1,16.7,53.7,47.2,138.5,275.9,455.2,78.6,343,527.9
Kancheepuram,Kancheepuram,17,8.9,15.7,5.4,16.9,55,47.8,140.5,283,462.9,86,349.9,530
Kancheepuram,Kancheepuram,18,9,16.1,5.4,17.2,59.2,48.2,144.7,287.8,466.1,90.7,353.9,530.6
Kancheepuram,Kancheepuram,19,9.2,16.1,5.4,17.2,61,49,149.3,291.9,471,95.5,361,534
Kancheepuram,Kancheepuram,20,9.2,16.2,5.4,17.2,64.5,52,151.4,298,477.9,101.3,365.7,537.8
Kancheepuram,Kancheepuram,21,9.2,16.5,7.2,18.2,66.5,53.1,158.1,302.8,481.1,107.8,371,538.4
Kancheepuram,Kancheepuram,22,9.2,16.5,7.7,19.2,67.7,55.5,164.6,308.5,486.3,110.9,377,540.2
Kancheepuram,Kancheepuram,23,9.2,17.4,7.7,26,69.7,59.6,167.2,314.3,491.1,118.6,384.5,542.6
Kancheepuram,Kancheepuram,24,9.3,18.7,8.2,26.2,72,63.1,169.2,321.5,498,128.5,393.8,544
Kancheepuram,Kancheepuram,25,9.3,18.8,8.2,26.5,73.5,65.3,173.1,327,507,134.9,399.3,544.5
Kancheepuram,Kancheepuram,26,9.3,18.8,8.2,27.6,77.1,66.3,177.7,331,511.8,140.6,412.3,545.4
Kancheepuram,Kancheepuram,27,9.3,19,8.2,28.9,77.4,67.9,183.1,336,521.5,152.9,423.9,546.5
Kancheepuram,Kancheepuram,28,11.3,20,8.2,28.9,77.7,69.3,186.2,338.8,526.8,157.7,427.2,547.9
Kancheepuram,Kancheepuram,29,11.4,,8.2,28.9,80.5,72.6,190.9,346.2,537.4,166.8,430.3,548.9
Kancheepuram,Kancheepuram,30,11.4,,8.2,29.2,82.9,75.1,197.6,351.3,549,174.4,433.7,552.8
Kancheepuram,Kancheepuram,31,11.4,,8.2,,84.5,,200.3,359.7,,183.8,,556.4
Kancheepuram,Sriperumbuthur,1,1.6,16,0,5.3,27.6,0.4,64.9,180.7,311.6,14.3,223.4,509.8
Kancheepuram,Sriperumbuthur,2,3.4,16,0,5.9,28.1,1.5,68.1,183.2,314.7,16.8,233.9,526.5
Kancheepuram,Sriperumbuthur,3,4.1,16,0.1,6,28.7,5.3,72.3,187.8,317.9,22.8,245.6,537.4
Kancheepuram,Sriperumbuthur,4,4.7,16,0.1,6,30.4,6.3,74.3,189.7,322,27.4,255.6,547.9
Kancheepuram,Sriperumbuthur,5,5.4,16,0.2,7.2,30.6,7,76.5,193.5,326.3,31.3,266.8,557.3
Kancheepuram,Sriperumbuthur,6,5.6,16.1,0.2,8.6,32.1,8.4,79.7,194.8,330.2,34.3,284.5,564.7
Kancheepuram,Sriperumbuthur,7,6.2,16.9,0.2,8.6,39.1,11.8,83.6,199.1,335,38,298,573.5
Kancheepuram,Sriperumbuthur,8,7.4,17,0.2,8.6,41.8,13.1,86.3,202.5,339.5,44.7,307.6,576.3
Kancheepuram,Sriperumbuthur,9,7.6,17.5,0.2,8.6,43,16.8,91.1,205.7,345.2,48.9,316.1,580.1
Kancheepuram,Sriperumbuthur,10,8,18.2,0.2,10.1,43.2,19,96.9,210.6,350.5,52.4,328.9,583.3
Kancheepuram,Sriperumbuthur,11,8.1,18.2,0.4,10.1,46.2,20.1,99.9,215.5,355.7,55.6,334.6,587.3
Kancheepuram,Sriperumbuthur,12,8.2,18.2,0.8,10.2,48,21.2,106.6,218.8,360.8,58.5,351.7,591.1
Kancheepuram,Sriperumbuthur,13,11.1,18.9,0.8,10.3,49.1,24.1,109.3,220.6,365.4,62.5,371.5,600.2
Kancheepuram,Sriperumbuthur,14,12.7,20.3,1.3,11.4,49.5,29.1,111.8,227.3,371.9,68,377.4,605.3
Kancheepuram,Sriperumbuthur,15,12.8,20.4,1.4,12.9,49.8,32.6,115.7,234.4,378.2,69.6,381.8,608.8
Kancheepuram,Sriperumbuthur,16,14.7,20.6,1.4,13,50.2,33.4,121.6,240.1,385.8,76.1,398.4,615.6
Kancheepuram,Sriperumbuthur,17,14.7,22.4,1.4,13.2,52.3,33.6,122.9,247.7,393.2,88,407.1,618.2
Kancheepuram,Sriperumbuthur,18,14.9,22.8,2.8,13.5,55.1,34.8,126.1,255,395.7,93.1,413,619.6
Kancheepuram,Sriperumbuthur,19,15.2,23.2,2.8,13.5,56.6,34.9,128.8,260.8,402.9,99.4,421.4,624.3
Kancheepuram,Sriperumbuthur,20,15.2,23.4,2.8,13.5,58.1,36.2,130.6,264.6,408.6,107.2,424.4,627.9
Kancheepuram,Sriperumbuthur,21,15.2,23.5,3.4,13.5,59.4,37.8,137.3,269.1,411.9,112.6,428.2,630.3
Kancheepuram,Sriperumbuthur,22,15.2,23.5,4.5,14.9,59.5,42.1,140.7,275.1,415.5,117.7,434.9,632.9
Kancheepuram,Sriperumbuthur,23,15.3,24.8,4.7,20,59.7,46.2,143.2,278.4,416.6,126.7,442.3,635.1
Kancheepuram,Sriperumbuthur,24,15.3,25,4.7,20.2,60.1,48.7,146.4,282.8,419.6,136.7,453.1,639
Kancheepuram,Sriperumbuthur,25,15.3,25,4.7,20.3,60.9,53.7,150.8,286.2,424.5,145.9,468.2,639.8
Kancheepuram,Sriperumbuthur,26,15.3,25,5.1,23,64.3,55.5,155.6,289.3,428.8,155.3,481.8,642.5
Kancheepuram,Sriperumbuthur,27,15.4,25,5.1,24.9,66.2,57.7,161.2,293.1,431.1,171.9,491.5,643.3
Kancheepuram,Sriperumbuthur,28,15.5,25.3,5.1,25.5,67.9,58.9,164.3,294.8,435.8,183.8,496.4,645.2
Kancheepuram,Sriperumbuthur,29,15.7,,5.1,26.3,68.5,62.8,168.6,297.6,443.4,195.6,500.1,646.8
Kancheepuram,Sriperumbuthur,30,16,,5.1,26.7,69.8,64.1,172.4,300.9,453.7,202.6,502.6,651.5
Kancheepuram,Sriperumbuthur,31,16,,5.1,,70.5,,176.6,308.5,,216.9,,656
Kancheepuram,Uthiramerur,1,0.6,7.6,0,7.5,17.2,1.4,60.8,152.4,290,9.5,182.4,429.5
Kancheepuram,Uthiramerur,2,1,7.6,0,7.5,17.8,2.8,63.6,159.1,293.5,13.3,192.7,442.9
Kancheepuram,Uthiramerur,3,1.1,7.6,0,7.5,18.4,4.5,66.7,162.2,297.6,17.3,201,454.1
Kancheepuram,Uthiramerur,4,1.5,7.6,0,7.5,20.2,4.7,69.8,165.3,299.4,27.1,211.3,462.6
