District,Station,DATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Tanjavur,Neivasal Tenpath,26,22,40.9,14.2,39.4,80.3,31.5,73.9,169.4,285.7,117.4,391.6,569.1
Tanjavur,Neivasal Tenpath,27,22.4,40.9,14.2,39.7,81.2,32.2,78.1,172.2,289.5,128.3,405.2,571
Tanjavur,Neivasal Tenpath,28,22.6,42,14.2,40.6,81.5,32.9,79.8,175.3,294.4,134.4,412.2,575.7
Tanjavur,Neivasal Tenpath,29,22.7,,14.2,40.9,81.8,34,81.4,177.3,297.9,148.2,418.8,578.3
Tanjavur,Neivasal Tenpath,30,23,,14.7,41.1,84.1,34.2,82.2,184.5,299.9,154.1,427.4,578.9
Tanjavur,Neivasal Tenpath,31,23,,14.9,,84.6,,83.4,188.5,,162.6,,582.2
Tanjavur,Papanasam,1,1,16.8,0.9,17.4,42.7,0.9,34,94.6,192.6,2.1,183.1,444
Tanjavur,Papanasam,2,1,17.2,1.1,17.4,43.7,2.5,36.8,98.3,196.5,3.7,187.8,450.7
Tanjavur,Papanasam,3,1.1,17.3,1.1,17.4,43.8,3.8,38.4,99.9,199.8,7.7,204,455.9
Tanjavur,Papanasam,4,1.3,18.3,2.2,18.1,46.6,5.1,39,102.2,200.8,12.2,223,467.3
Tanjavur,Papanasam,5,2.4,19.5,2.8,18.6,47.8,7.4,42.8,105.1,202,17.2,233.9,478.8
Tanjavur,Papanasam,6,3.8,20.8,4.3,19.2,48.7,13.5,43.9,105.8,206.1,21.9,248.7,488.5
Tanjavur,Papanasam,7,4.8,21.1,5.4,20.1,51.8,14.8,45.8,106.4,208.9,24.7,257.3,493.3
Tanjavur,Papanasam,8,5.4,21.2,6.1,20.1,53.7,16.6,47.2,108.6,215.3,29.9,270,498.6
Tanjavur,Papanasam,9,5.7,21.2,7.4,20.1,56,16.7,48.1,111.1,219.8,33.8,280.2,503.8
Tanjavur,Papanasam,10,7.2,21.3,7.8,20.9,58.5,17.4,50.7,114,224.8,37.3,286.4,512.4
Tanjavur,Papanasam,11,7.6,21.3,8.8,21.2,60.4,18.7,52.2,114.7,234.7,39.7,291.8,515.7
Tanjavur,Papanasam,12,8.5,21.6,10.8,22.6,61.8,19.4,53.7,117.4,238.1,44.6,299.7,518.3
Tanjavur,Papanasam,13,8.9,22.6,11.4,24.6,62.7,20.5,55.4,120.9,240.1,46.6,307.1,522.8
Tanjavur,Papanasam,14,10.3,23.2,12.2,24.8,63,22.4,56.1,122.5,244.4,50.6,312,527.4
Tanjavur,Papanasam,15,11.9,23.3,12.3,26.1,64.1,22.7,57.6,127.5,248.3,54.7,320.2,533.9
Tanjavur,Papanasam,16,13.5,23.4,12.7,26.7,66.8,23.2,60.9,129.5,252.9,58.9,324.6,540.3
Tanjavur,Papanasam,17,13.6,23.8,12.9,26.8,68.7,23.9,61.9,140.1,259.2,60.7,331.1,544.6
Tanjavur,Papanasam,18,13.9,24.4,12.9,28.4,69,25,62.5,142.7,266.1,66.7,336,549.4
Tanjavur,Papanasam,19,15.1,25.1,13,28.6,71.8,26.2,64.6,147.3,267.7,73.4,344.3,555.2
Tanjavur,Papanasam,20,15.6,25.3,13.2,29,72.8,27.2,65.6,150.4,271.1,81.8,348.1,556.7
Tanjavur,Papanasam,21,15.6,25.6,13.3,29,74.8,27.5,70.3,156,273.3,88.1,356.2,559
Tanjavur,Papanasam,22,15.6,25.6,13.5,31.2,79.8,29,73.4,158.8,275.6,94.3,363.1,564.7
Tanjavur,Papanasam,23,15.6,25.6,13.7,33.3,80.5,29.2,74.2,163.9,277.1,102.3,371,573.2
Tanjavur,Papanasam,24,15.7,25.6,13.7,33.4,81.4,31,76.4,166.1,278.6,113.2,383,574.5
Tanjavur,Papanasam,25,15.7,26.1,16.9,36.8,84.2,31.6,78.2,168.5,284,121,395.7,577.7
Tanjavur,Papanasam,26,15.7,26.4,17,37.4,85.8,31.8,79.7,170.8,287.9,128.1,405.5,581.8
Tanjavur,Papanasam,27,15.7,26.8,17,37.4,87.5,32.3,81.4,176,293.5,138.8,415.1,584.4
Tanjavur,Papanasam,28,15.8,27.7,17.3,40.4,89.2,32.3,85.3,178.2,297.7,145,419.6,588.9
Tanjavur,Papanasam,29,16.3,,17.3,41.2,89.6,32.7,87.5,182.6,301.4,160.6,425.3,590.2
Tanjavur,Papanasam,30,16.3,,17.3,41.3,91.7,33.3,89.1,185.2,303.7,168.8,436.4,590.9
Tanjavur,Papanasam,31,16.4,,17.3,,92.4,,90.4,188.7,,175.7,,592.1
Tanjavur,Pattukkottai,1,0.8,24.4,0.1,25.4,68.5,0.6,33.9,99,191.7,3.6,182.8,438
Tanjavur,Pattukkottai,2,1.5,29.2,0.2,25.9,69.2,2.2,35.1,100.7,193.1,9.3,189.1,445
Tanjavur,Pattukkottai,3,1.5,29.5,1.1,25.9,69.7,3.5,35.5,101.1,197,13.6,200.8,453.6
Tanjavur,Pattukkottai,4,2,29.7,2.9,26.4,74.3,4.6,38,104.7,198.9,18.9,213.2,464.8
Tanjavur,Pattukkottai,5,3.2,31.1,5,30.3,80.7,4.9,39.6,105.4,200.2,24.4,222,472.3
Tanjavur,Pattukkottai,6,4.1,32.4,7.8,32.2,83.9,6.6,40.3,109.4,203.2,27.7,233.6,477.1
Tanjavur,Pattukkottai,7,6,33.2,8.3,34.9,87.5,9.9,41.8,110.2,205.3,32.7,242.9,486.9
Tanjavur,Pattukkottai,8,7.1,35.1,10.3,35.1,88.9,11.3,43.9,112.7,207.8,36.2,256,492.1
Tanjavur,Pattukkottai,9,9.2,35.4,11,35.7,92.4,12.3,45.4,116.7,215.3,37.6,262.5,497.6
Tanjavur,Pattukkottai,10,10.9,35.8,12.8,37.3,93.8,15.8,50.5,118.9,217.8,41.1,272.3,504.4
Tanjavur,Pattukkottai,11,11.6,35.9,13.7,39.1,97.6,16.8,52.9,120.5,221.3,46.8,277.6,509.5
Tanjavur,Pattukkottai,12,13.2,36.1,14.4,42.9,98,18.2,54.4,124,224.5,50.8,286.2,516
Tanjavur,Pattukkottai,13,13.4,38.1,15.5,44.2,99.2,18.9,55.1,128.4,229.1,54.3,293.7,518
Tanjavur,Pattukkottai,14,13.9,38.7,16.4,45.8,101.4,19.4,58.7,130.5,230.9,60.1,301.6,522
Tanjavur,Pattukkottai,15,15.5,39.6,16.4,47.4,103.8,21.4,61.9,134.3,235.3,65.7,310.9,526.5
Tanjavur,Pattukkottai,16,15.7,40,17.9,48.7,105.6,21.6,64,136,240.1,68.8,318.3,533.2
Tanjavur,Pattukkottai,17,16.3,41.1,18.2,49,107.6,22.5,67.7,140,243.7,72.2,323.4,538.8
Tanjavur,Pattukkottai,18,17.2,42,18.4,51.6,108.8,24.7,69.3,142.5,246.3,77.1,329.3,543.9
Tanjavur,Pattukkottai,19,18.2,42.5,19.2,52.1,110.5,26.7,74.7,147.4,251.5,84.6,336,548.6
Tanjavur,Pattukkottai,20,19.4,44.2,20,53.6,111.8,27.2,76.4,149.5,255.7,92.1,340.4,551.4
Tanjavur,Pattukkottai,21,20.5,44.6,20.4,55.6,114.1,28.7,78.3,153.1,259.2,97.8,348.1,556.8
Tanjavur,Pattukkottai,22,21.7,44.6,21,57.6,114.6,29.4,79.4,157.2,265.1,104.1,356.1,564.6
Tanjavur,Pattukkottai,23,21.8,45.8,21.4,60.1,114.7,29.6,82.5,162.5,269.5,111.3,363.1,574.3
Tanjavur,Pattukkottai,24,22.2,45.8,21.7,60.3,115.4,30.1,85.7,165.4,277,120.8,374.8,576.9
Tanjavur,Pattukkottai,25,22.4,46.1,21.7,62.4,116.7,30.8,87.3,166.8,279.9,129.8,386.2,579.8
Tanjavur,Pattukkottai,26,22.4,46.3,23.2,62.7,118.6,31.2,89.8,170.2,283.3,139,397.3,582.1
Tanjavur,Pattukkottai,27,23.1,46.3,23.2,63.4,119.5,32,91.2,175,289.2,148,412,584.3
Tanjavur,Pattukkottai,28,23.4,47.5,23.2,64.1,119.8,33.1,92.4,177.8,293.5,153,417.6,587
Tanjavur,Pattukkottai,29,23.9,,24,66.7,121.2,33.4,93.1,181.1,299.8,160.9,423.8,588.6
Tanjavur,Pattukkottai,30,23.9,,24.7,67.4,121.5,33.6,94.3,185.5,303.7,168.9,430.6,589
Tanjavur,Pattukkottai,31,23.9,,25.1,,122.6,,96.1,189.3,,176.7,,589.6
Tanjavur,Peravoorani,1,2.9,25,1.1,20.8,53.1,0.8,26.5,82.6,164.5,1.8,164.2,408.5
Tanjavur,Peravoorani,2,3.1,31.1,2.5,21.1,53.8,2,27.8,84.4,165.8,6.4,171.4,416
Tanjavur,Peravoorani,3,3.3,33.2,2.5,21.4,54.7,3.3,28.9,85.4,168,11.4,179.9,423.1
Tanjavur,Peravoorani,4,3.8,35,5.6,21.6,57.8,3.6,29.4,88.6,169,14.9,189.9,434.2
Tanjavur,Peravoorani,5,5,35.9,6.6,22.4,60,3.8,30.5,89.2,170.6,17.9,196.7,440.4
Tanjavur,Peravoorani,6,6.3,36.4,10.4,23.7,61.6,6.4,31.2,91.3,173.4,20.8,209.1,447
Tanjavur,Peravoorani,7,8.6,36.9,11.3,25.4,64.6,8,33.4,91.9,175.7,23.8,217.5,452.8
Tanjavur,Peravoorani,8,10.2,38.1,12.5,25.7,65.1,10.1,34.6,93.9,179.5,28.8,228.9,456.7
Tanjavur,Peravoorani,9,12.5,38.1,12.8,27.1,66,10.7,36.5,96.9,183.2,30.2,237.2,464.7
Tanjavur,Peravoorani,10,14.1,38.5,13.2,28.1,66.8,12.6,38.8,98.3,186.4,33.7,247.5,473.7
Tanjavur,Peravoorani,11,14.8,38.7,13.5,32,69.1,12.9,40.7,100.9,188.9,36.4,257.1,480.1
Tanjavur,Peravoorani,12,15.9,39.1,14.6,34.3,69.5,14.5,42,102.7,192.3,38.7,266.1,486.6
Tanjavur,Peravoorani,13,16.1,41,14.8,35.5,73.2,15.5,43,106.7,194,41.5,275.7,489.7
Tanjavur,Peravoorani,14,17,42.5,14.9,35.7,74.3,16,46.5,108.4,195.9,44.7,282.8,492.7
Tanjavur,Peravoorani,15,18.4,43.1,14.9,36.6,75.5,16.9,47.9,110,198.7,48.6,290.7,497
Tanjavur,Peravoorani,16,19.1,43.4,15.3,36.7,76.8,17.4,50.4,111.3,202.2,52.7,298.9,502.9
Tanjavur,Peravoorani,17,19.4,43.7,15.5,36.8,78.3,18.3,53,117.2,203.9,56.7,302.2,506.9
Tanjavur,Peravoorani,18,20.2,44.2,15.7,39.7,78.9,19,54.2,120.3,206.1,63.9,307.9,511.2
Tanjavur,Peravoorani,19,21,44.2,16,40.6,81.5,19.1,56.8,123.5,209.6,69.6,315.9,516.7
Tanjavur,Peravoorani,20,22,45.6,17,41.3,83.9,20.3,58.4,125.7,214,73.5,323,520.3
Tanjavur,Peravoorani,21,22.4,46.2,17.5,41.8,84.6,20.7,59.8,128.5,216.6,80.6,331.5,522.2
Tanjavur,Peravoorani,22,22.9,46.2,18.6,43.8,85.2,21.5,61.6,132.4,220.9,87,339.8,528.1
Tanjavur,Peravoorani,23,22.9,46.2,19.4,45.2,85.4,22.8,62.8,135.6,223.6,93.2,344.8,536.1
Tanjavur,Peravoorani,24,22.9,46.5,19.6,45.3,86.1,23.1,66.6,139.8,229.9,105.4,353.8,538.1
Tanjavur,Peravoorani,25,22.9,46.8,19.6,46.7,88.4,23.4,69.2,143.9,233.2,114.6,366.5,540.2
Tanjavur,Peravoorani,26,23,47,19.6,46.9,89.9,23.7,72.7,146.4,239.1,120,375.4,542.4
Tanjavur,Peravoorani,27,23.8,47,19.7,50,91.2,24.3,74.7,153.3,242.5,129.7,388.4,545.6
Tanjavur,Peravoorani,28,24.3,47.2,20.4,50.7,91.7,24.7,76.5,155,249.2,133.5,392.1,548.8
Tanjavur,Peravoorani,29,24.4,,20.8,50.9,91.9,25.5,77.3,156.2,254.8,140.8,398.3,550.7
Tanjavur,Peravoorani,30,24.7,,20.8,51.7,93.3,25.9,77.7,158.8,259,148.5,403.9,551.7
Tanjavur,Peravoorani,31,24.7,,20.8,,94.1,,79,161.6,,157.5,,552.5
Tanjavur,Tanjavur-I,1,0.7,12.8,0,11.5,37.7,1.9,37.6,97.1,212.7,2.8,200.7,458.1
Tanjavur,Tanjavur-I,2,0.8,12.9,0,11.6,40,1.9,39.1,98.5,215.4,11.1,206.1,465.9
Tanjavur,Tanjavur-I,3,1,13.6,0.3,11.6,40.7,3.4,41.3,100.3,218.2,16,215.7,473.6
Tanjavur,Tanjavur-I,4,1.6,13.6,1.6,12.1,47.4,5.1,42.5,102.7,221.4,22.5,231.6,484.3
Tanjavur,Tanjavur-I,5,2.5,13.8,2.8,12.8,49.8,6.2,43.9,104.9,222.4,28.7,242.9,492.2
Tanjavur,Tanjavur-I,6,2.8,15.7,4,13.7,52.3,9,44.4,107.4,226.1,32.4,258.7,496.4
Tanjavur,Tanjavur-I,7,3.1,16,5,14.4,55.3,12.6,46.8,110.4,228.1,35.7,266.1,501.2
Tanjavur,Tanjavur-I,8,3.1,16.4,5.8,14.6,57.1,12.8,48.4,113.5,232.9,42,276.5,504.1
Tanjavur,Tanjavur-I,9,4,16.7,5.9,14.8,59.1,13.1,49.7,116.6,238,53.2,286.7,509.3
Tanjavur,Tanjavur-I,10,4.9,16.7,6.2,15,60.5,13.9,55.1,121.1,241.9,55.1,295.4,514.5
Tanjavur,Tanjavur-I,11,5.1,16.7,7.6,15.3,61,16.5,58.3,124.1,246.6,57.8,299.5,517.8
Tanjavur,Tanjavur-I,12,5.6,17.1,7.7,16.5,61.2,19.3,60.5,125.5,249,67.4,304.5,519
Tanjavur,Tanjavur-I,13,6.3,17.6,7.7,17.7,61.9,20.3,62.7,129.5,250.7,69.8,309.3,522
Tanjavur,Tanjavur-I,14,7.2,17.9,8.6,17.8,63.4,21.5,63.3,134.4,254.2,75.9,311.8,525.5
Tanjavur,Tanjavur-I,15,8.8,18.2,8.7,19.1,63.9,22,65.6,138.3,256.3,81.7,325.3,531.3
Tanjavur,Tanjavur-I,16,9.3,19.9,8.8,19.2,65.6,23.6,69.9,142.9,263.9,86.4,329.8,537.2
Tanjavur,Tanjavur-I,17,9.5,20.2,9,19.5,68.1,26.4,71.5,157.7,271.9,91.7,333.9,540.8
Tanjavur,Tanjavur-I,18,9.6,21.6,9,21.7,68.8,27.8,72.5,160.5,278.9,97.6,338.3,547.1
Tanjavur,Tanjavur-I,19,9.7,22,9,22.2,72,29.2,74.3,163.5,283.6,103.5,345.2,553.4
Tanjavur,Tanjavur-I,20,9.9,22.5,9,24.6,74.3,29.5,75.5,168.2,287.7,110.9,349.3,555.1
Tanjavur,Tanjavur-I,21,10.2,22.5,9.3,24.9,75.4,29.6,76.8,172.8,289.9,116.6,353.7,558.8
Tanjavur,Tanjavur-I,22,10.9,22.5,9.4,26.8,76.8,30.6,77.6,175.6,292.6,124,363.3,566
Tanjavur,Tanjavur-I,23,10.9,22.5,10.2,27,77.6,31.2,80.1,179.1,297,129.3,368.6,576.9
Tanjavur,Tanjavur-I,24,10.9,22.6,11.1,27.7,78,32.4,83.4,183.9,300.2,140.4,385,577.4
Tanjavur,Tanjavur-I,25,10.9,22.9,11.1,31.2,81.7,33,84.7,186.1,303.4,145.6,401.1,579.9
Tanjavur,Tanjavur-I,26,10.9,23.1,11.1,31.2,85.5,33.2,85.6,189,306.2,153.2,411.1,582
Tanjavur,Tanjavur-I,27,11.2,23.1,11.1,31.5,87.7,34.1,87.8,195,310.5,160.7,428.5,582.8
Tanjavur,Tanjavur-I,28,11.5,23.1,11.5,31.7,89,34.6,88.9,198.5,314.4,166.5,435.3,582.9
Tanjavur,Tanjavur-I,29,12.1,,11.5,33.3,91.5,35.7,90.3,202.3,317.8,174.5,443.4,584
Tanjavur,Tanjavur-I,30,12.4,,11.5,33.8,93.7,35.9,90.4,204.9,323.3,181.3,452.5,584.9
Tanjavur,Tanjavur-I,31,12.4,,11.5,,94.7,,92.4,209.3,,189.6,,587.3
Tanjavur,Tanjavur-II,1,0.6,13.7,0.5,19,44.4,1.2,38,105.6,221.3,4.3,181.7,423.1
Tanjavur,Tanjavur-II,2,1,14.1,2,19,46.9,1.2,40.3,107.3,225.2,12.2,186.4,429.7
Tanjavur,Tanjavur-II,3,1.1,14.2,3,19,48,2.3,41.2,110,227,16.1,196.6,436.7
Tanjavur,Tanjavur-II,4,1.5,14.8,4.2,19.7,54,3.5,41.8,111.5,229.6,22.5,209.6,448.3
Tanjavur,Tanjavur-II,5,2.3,15.1,5,20.4,54.6,5.5,43.5,112.8,231.1,25.6,220.1,456.4
Tanjavur,Tanjavur-II,6,2.5,16.5,6.3,21.5,57.3,9.8,44.1,115.5,235.3,27.8,235.9,464
Tanjavur,Tanjavur-II,7,4.1,16.9,7.3,21.6,61.4,13.3,47.1,117.8,239.4,31.3,241.7,470.9
Tanjavur,Tanjavur-II,8,4.6,17.2,9.5,21.9,63.2,14.1,48.2,119.5,243.6,36.8,252.7,476.5
Tanjavur,Tanjavur-II,9,5.8,17.4,10.5,21.9,65.3,14.2,49.3,121.3,247.4,47.7,261.7,481.8
Tanjavur,Tanjavur-II,10,6.6,17.4,10.8,22.1,66.6,14.7,53,125.9,253.4,50.6,270.2,489.6
Tanjavur,Tanjavur-II,11,7,17.5,12.9,22.5,69.1,16.3,56.3,128.9,256.8,54.2,274,493.4
Tanjavur,Tanjavur-II,12,7.4,17.6,15,23.6,70.4,18.2,57.8,131.1,259.3,59.3,277,495.1
Tanjavur,Tanjavur-II,13,7.5,18.4,15.3,24.4,71.3,19.2,60.7,137,261.6,62,283.3,498
Tanjavur,Tanjavur-II,14,8.2,18.8,16,25.1,72.3,20.6,61.9,140.4,266.2,66.8,287.1,501.7
Tanjavur,Tanjavur-II,15,9.7,19.1,16.1,25.1,75.2,20.7,64.9,145,267.3,69.3,297.4,510
Tanjavur,Tanjavur-II,16,9.9,20.4,16.2,25.6,77.2,22.3,68.9,149,271,72.1,301,516.1
Tanjavur,Tanjavur-II,17,10.1,20.7,16.2,25.9,78.5,23.9,69.9,160.5,277.4,76.1,304.5,520.7
Tanjavur,Tanjavur-II,18,10.2,21.9,16.3,29.1,79.3,26.1,70.9,163,285.5,81.9,308.8,526
Tanjavur,Tanjavur-II,19,11.2,22.4,16.3,29.9,82.2,27.1,72.6,165.8,292.4,89.9,312.6,535.6
Tanjavur,Tanjavur-II,20,11.4,22.8,16.4,32.3,85.1,27.3,73.7,169.8,297.3,95.5,315.9,537.7
Tanjavur,Tanjavur-II,21,11.7,22.9,16.6,33.1,86.2,27.5,75.1,174.5,300.9,100.2,322.6,541.5
Tanjavur,Tanjavur-II,22,12.1,22.9,17.3,34.1,87.1,28.6,79.9,179.3,306.3,107.2,332.9,547.1
Tanjavur,Tanjavur-II,23,12.1,22.9,18.6,34.9,89.3,29.6,82.4,182.7,310.1,113.4,340.1,558.6
Tanjavur,Tanjavur-II,24,12.2,23.3,18.6,35.3,90.3,31.2,87.3,188.2,314.3,125,359.2,559.9
Tanjavur,Tanjavur-II,25,12.2,23.5,18.6,38.8,93.1,31.7,88.3,192.2,317,130.4,372.6,561.5
Tanjavur,Tanjavur-II,26,12.2,23.7,18.6,38.8,96.7,33,90.2,196.1,319,137.5,381.6,565.2
Tanjavur,Tanjavur-II,27,12.6,23.7,18.6,38.9,97.7,34.2,92.5,202.1,321.7,146.7,397.7,566.5
Tanjavur,Tanjavur-II,28,12.9,23.8,19,39.2,100.2,35.2,94.1,205.3,327.3,152.9,405,571
Tanjavur,Tanjavur-II,29,13.3,,19,40.6,101.6,36.3,95.3,209.2,332.8,161,408.5,572.5
Tanjavur,Tanjavur-II,30,13.6,,19,40.7,103.5,37,95.9,212.1,336.1,167.2,417.1,573
Tanjavur,Tanjavur-II,31,13.6,,19,,106.1,,99.7,216.4,,174.7,,574.5
Tanjavur,Thirukattupalli,1,0.3,11.3,0,13.9,35.2,1.6,26.7,74.2,161.6,3.4,162.7,339.3
Tanjavur,Thirukattupalli,2,0.6,11.6,0.4,13.9,35.9,3.9,27.1,74.6,164,8.6,166.3,343.2
Tanjavur,Thirukattupalli,3,1.3,11.6,0.6,14.1,36,5,27.6,75.2,165.6,12.4,173.2,346.3
Tanjavur,Thirukattupalli,4,1.6,12.1,2.9,14.5,39.1,5.9,28,76.9,168.6,19.1,183,354.2
Tanjavur,Thirukattupalli,5,2.2,12.7,3.7,15,40.4,7,29.7,77.8,170.9,24.6,189.9,357.4
Tanjavur,Thirukattupalli,6,2.4,13.9,5.2,15.8,42.7,9.1,31,79.9,174.7,26.5,198.8,362.4
Tanjavur,Thirukattupalli,7,3.6,14.3,6.2,16.1,45.7,9.7,32.8,81.7,176,29.3,203.9,366.4
Tanjavur,Thirukattupalli,8,4.1,14.4,6.9,16.6,47.6,10.2,33.1,82.5,180.9,34.3,212.7,371
Tanjavur,Thirukattupalli,9,4.6,15.3,8.6,16.8,48.4,10.4,34.5,85.6,184.8,41.1,216.2,374.3
Tanjavur,Thirukattupalli,10,5.1,15.8,9.1,18.3,49.1,10.8,36.9,86.3,190.5,43.7,220.1,380.3
Tanjavur,Thirukattupalli,11,5.5,15.9,9.9,18.9,51.5,12.2,39.5,86.8,192.6,45.2,222,385.1
Tanjavur,Thirukattupalli,12,5.9,15.9,11.1,19.6,54.6,13.6,40.4,88.2,197.1,51.5,226,386.9
Tanjavur,Thirukattupalli,13,6,16.5,11.2,20.7,56.9,14.6,40.4,92.3,199.2,54.4,229.9,389.2
Tanjavur,Thirukattupalli,14,6.2,16.9,11.3,21.3,57.5,15.5,42.8,97.3,203.1,58,234.9,391.3
Tanjavur,Thirukattupalli,15,7,17.3,11.5,22.1,58.8,16.6,45.5,99.1,206.4,59.8,245,395.6
Tanjavur,Thirukattupalli,16,7.9,17.5,12,22.3,61.2,16.6,48.2,101.9,212.3,62.6,249.5,398.7
Tanjavur,Thirukattupalli,17,8.1,17.5,12.2,22.5,62.8,17.9,49.2,109.5,219.3,65.8,254.8,401.6
Tanjavur,Thirukattupalli,18,8.2,18.9,12.2,24.7,65.2,19.4,49.9,111.8,224,73.7,260.6,405.2
Tanjavur,Thirukattupalli,19,9.1,19.5,12.2,24.8,68.3,20.3,52.3,114.3,227.1,78.1,264.6,410.2
Tanjavur,Thirukattupalli,20,9.3,19.7,12.5,25.1,70.3,21.1,52.8,118.7,230.8,83,268.6,412
Tanjavur,Thirukattupalli,21,9.4,19.8,12.5,25.1,71.9,21.3,55.8,122.1,233.4,88.7,272.5,413.6
Tanjavur,Thirukattupalli,22,10.2,19.8,12.7,26.9,73.1,23,57.4,126.3,235.2,94.9,279.9,416.4
Tanjavur,Thirukattupalli,23,10.2,19.8,12.8,27.8,75.7,23.1,58.8,130.5,238.7,99.2,283.6,423.4
Tanjavur,Thirukattupalli,24,10.2,19.9,12.8,28.1,77.6,24.3,60.8,137.6,239.4,109.2,293.6,424
Tanjavur,Thirukattupalli,25,10.3,20.3,12.8,30.3,81.2,24.4,61.5,143,244.1,112.9,304.4,425.2
Tanjavur,Thirukattupalli,26,10.3,20.4,12.8,31,83.2,24.5,62.7,145,247.4,117.2,310,427.7
Tanjavur,Thirukattupalli,27,10.5,20.4,12.8,31.1,86,25.2,64.8,150,251.2,125.6,317.3,427.9
Tanjavur,Thirukattupalli,28,10.6,20.6,13.1,31.1,87.8,25.2,66.3,151.7,255.8,130.5,322,429.1
Tanjavur,Thirukattupalli,29,11,,13.6,31.1,89.1,25.9,68.6,153.3,262.8,139.5,327.1,430
Tanjavur,Thirukattupalli,30,11.1,,13.6,31.6,90,26.4,70.3,154.8,269.1,145.7,334.3,430.4
Tanjavur,Thirukattupalli,31,11.2,,13.7,,91.6,,70.6,158,,152.5,,432
Tanjavur,Thiruvaiyaru,1,0.9,14.8,0,19.1,37.8,0.4,28,73.4,161,1.7,163.6,389.9
Tanjavur,Thiruvaiyaru,2,1,15,1.4,19.2,38.5,0.4,28.7,73.7,162.4,5.2,171.9,396
Tanjavur,Thiruvaiyaru,3,3,15.1,1.4,19.2,38.6,1.4,29.3,73.8,163.2,6.7,185.5,401.1
Tanjavur,Thiruvaiyaru,4,3.3,15.7,2.8,19.7,39.5,1.9,30.7,76.2,169.9,14.2,201,408.3
Tanjavur,Thiruvaiyaru,5,3.9,16.4,3.5,20.1,40.7,3.3,32.7,77.1,171.4,17.3,209.8,413
Tanjavur,Thiruvaiyaru,6,4.2,17.6,4.7,20.3,43,6.6,36.6,78,173.6,19,224.1,417.6
Tanjavur,Thiruvaiyaru,7,5,17.9,7.6,20.4,46.6,7.5,38.2,80,176.5,24.3,229.1,421.6
Tanjavur,Thiruvaiyaru,8,6,18.5,9,20.6,49.4,8.6,38.8,81.8,179.8,29.1,243.3,426.1
Tanjavur,Thiruvaiyaru,9,7.2,18.6,10.4,20.7,50,8.8,40,84.9,182.6,34.6,249.7,430.2
Tanjavur,Thiruvaiyaru,10,8.3,18.7,11.4,21,52.4,9.3,42.3,86.8,185.4,35.4,256.5,436.5
Tanjavur,Thiruvaiyaru,11,8.5,18.9,11.6,21.1,53.7,11.1,43.7,88.2,188.5,37.6,260.1,440.1
Tanjavur,Thiruvaiyaru,12,8.6,19,13.7,22.1,54.6,12.2,44.3,90.2,190.1,41.6,268.3,442.1
Tanjavur,Thiruvaiyaru,13,8.6,19.7,14.1,22.8,57.1,13.3,44.9,96.1,192.4,43.5,274.8,444.3
Tanjavur,Thiruvaiyaru,14,8.9,19.9,15,23.5,59.5,14.4,45.9,97,194.1,48.2,278.8,447.4
Tanjavur,Thiruvaiyaru,15,9.4,20.3,15.3,25.4,61.6,15.2,47.4,98.4,196,50.5,288.5,452.4
Tanjavur,Thiruvaiyaru,16,10,20.3,15.8,26.9,62.1,15.3,51.4,102.4,200.1,53.2,293,456.3
Tanjavur,Thiruvaiyaru,17,10.1,20.5,15.8,26.9,63.4,15.8,52.3,109.3,207.5,58.2,296.4,459.7
Tanjavur,Thiruvaiyaru,18,10.1,21,15.8,29.3,64,17.2,54.2,112.6,213.4,67.7,300.7,463.4
Tanjavur,Thiruvaiyaru,19,11.1,21.5,15.8,29.5,67.6,18.5,54.9,114.7,219.1,71.2,304.4,468.1
Tanjavur,Thiruvaiyaru,20,11.5,21.6,16.2,30.1,69.2,19.5,56.4,118.5,224.9,76.9,308.2,470.1
Tanjavur,Thiruvaiyaru,21,11.7,21.7,16.7,30.4,69.9,19.7,58.5,121.6,227.9,82.7,313.6,472.2
Tanjavur,Thiruvaiyaru,22,12.8,21.7,17,32.3,71.6,21.8,58.8,130.3,230.6,86.3,320.5,475.3
Tanjavur,Thiruvaiyaru,23,12.8,21.9,17.2,32.5,73.2,22.2,60,136.1,234.4,90.9,326.7,485.3
Tanjavur,Thiruvaiyaru,24,13,21.9,17.2,32.5,74.1,24,61.7,139.8,236.4,101.6,338.4,485.6
Tanjavur,Thiruvaiyaru,25,13,22.3,18.2,35.1,80.1,24.3,63.8,143.7,242.2,106.4,346.1,487.7
Tanjavur,Thiruvaiyaru,26,13,22.5,18.2,35.2,82.8,24.5,64.8,144.9,245.4,110.8,354.1,490.5
Tanjavur,Thiruvaiyaru,27,13.6,22.6,18.2,35.5,84.6,25.3,66.3,150.1,251.7,119.6,362.8,490.7
Tanjavur,Thiruvaiyaru,28,13.9,24.3,19.1,35.6,86.8,25.3,67.9,151.6,257.1,129.7,369.3,491.4
Tanjavur,Thiruvaiyaru,29,14.2,,19.1,36,86.9,26.3,69.2,152.6,261.2,139,376.8,494.1
Tanjavur,Thiruvaiyaru,30,14.5,,19.1,36.5,88.2,27.8,71.3,155.4,265.3,147.7,383.9,495.2
Tanjavur,Thiruvaiyaru,31,14.6,,19.1,,90.2,,71.8,158.1,,157.6,,496.5
